name,mjd_start,mjd_end,exposure_s
PSR_J0537-6910,59772.04375,59772.9071759259,4602.0
PSR_J0537-6910,59773.356712963,59773.5345486111,357.0
PSR_J0537-6910,59774.1671296296,59774.9511226852,4851.0
PSR_J0537-6910,59775.0060185185,59775.9856481481,4645.0
PSR_J0537-6910,59776.0387037037,59776.9613425926,3480.0
PSR_J0537-6910,59777.0122685185,59777.7967592593,652.0
PSR_J0537-6910,59781.4814814815,59781.485162037,256.0
PSR_J0537-6910,59797.8966087963,59797.9712962963,764.0
PSR_J0537-6910,59798.093287037,59798.6797337963,5932.0
PSR_J0537-6910,59805.3200462963,59805.9203703704,8892.0
PSR_J0537-6910,59826.4484490741,59826.981099537,3782.77590149641
PSR_J0537-6910,59827.0286226852,59827.6809259259,4701.0
PSR_J0537-6910,59831.9919791667,59832.9710648148,9255.53894180059
PSR_J0537-6910,59833.0234722222,59833.999212963,8260.0
PSR_J0537-6910,59834.0587962963,59834.9641203704,4333.0
PSR_J0537-6910,59835.0240740741,59835.9331018518,2252.0
PSR_J0537-6910,59836.7659722222,59836.9682523148,1672.0
PSR_J0537-6910,59837.024537037,59837.9447685185,2711.0
PSR_J0537-6910,59838.1898263889,59838.9703472222,1759.0
PSR_J0537-6910,59839.0302083333,59839.8085763889,314.0
PSR_J0537-6910,59840.7078703704,59840.9755092593,381.0
PSR_J0537-6910,59841.0346180556,59841.3007060185,1133.0
PSR_J0537-6910,59843.2164351852,59843.9509259259,10981.0
PSR_J0537-6910,59843.9923611111,59844.256712963,5654.0
PSR_J0537-6910,59851.2263888889,59851.3664351852,3319.0
PSR_J0537-6910,59852.5622685185,59852.8263888889,3159.0
PSR_J0537-6910,59853.3983564815,59853.7949074074,3058.0
PSR_J0537-6910,59854.6240740741,59854.887037037,711.0
PSR_J0537-6910,59855.0737731481,59855.8585648148,3049.0
PSR_J0537-6910,59861.0761574074,59861.9962615741,8993.0
PSR_J0537-6910,59868.3814814815,59868.9085648148,6211.0
PSR_J0537-6910,59869.0076388889,59869.0375,901.0
PSR_J0537-6910,59870.8130208333,59870.8974537037,1122.0
PSR_J0537-6910,59871.0321759259,59871.9899652778,1320.0
PSR_J0537-6910,59872.1125,59872.8989467593,2611.0
PSR_J0537-6910,59873.0770833333,59873.3443634259,572.0
PSR_J0537-6910,59874.8206828704,59874.9652777778,1316.0
PSR_J0537-6910,59875.077025463,59875.7355439815,2125.0
PSR_J0537-6910,59880.2444560185,59880.9662037037,5646.0
PSR_J0537-6910,59881.0215277778,59881.9970486111,2506.0
PSR_J0537-6910,59882.0548611111,59882.3856481481,779.0
PSR_J0537-6910,59887.6438773148,59887.9751736111,1452.0
PSR_J0537-6910,59888.2229513889,59888.7516203704,2550.0
PSR_J0537-6910,59889.4473032407,59889.9786805556,5023.0
PSR_J0537-6910,59890.0265740741,59890.818287037,4488.0
PSR_J0537-6910,59895.056400463,59895.846412037,9552.53477042913
PSR_J0537-6910,59896.0198726852,59896.9429398148,10416.0
PSR_J0537-6910,59896.9908217593,59897.9013888889,6933.0
PSR_J0537-6910,59898.7939814815,59898.8828703704,2747.53832566738
PSR_J0537-6910,59899.18125,59899.5903819444,1302.0
PSR_J0537-6910,59902.6077546296,59902.9416203704,1071.0
PSR_J0537-6910,59902.9981134259,59903.7199074074,2826.0
PSR_J0537-6910,59906.4196759259,59906.4280092593,0.0
PSR_J0537-6910,59916.4735185185,59916.8523148148,3194.0
PSR_J0537-6910,59917.229375,59917.9469907407,5305.0
PSR_J0537-6910,59918.006712963,59918.2055555556,1285.0
PSR_J0537-6910,59924.0052199074,59924.6148148148,12941.0
PSR_J0537-6910,59929.1769675926,59929.1914351852,122.0
PSR_J0537-6910,59929.5012384259,59929.8381944444,1711.0
PSR_J0537-6910,59930.2175925926,59931.0,2803.0
PSR_J0537-6910,59931.0412037037,59931.3226851852,3351.0
PSR_J0537-6910,59936.6620138889,59936.9988425926,1262.0
PSR_J0537-6910,59937.3727893519,59937.5752083333,1822.0
PSR_J0537-6910,59938.1491898148,59938.9986111111,6149.0
PSR_J0537-6910,59939.0537962963,59939.9660763889,5634.0
PSR_J0537-6910,59940.0226851852,59940.1611111111,1081.0
PSR_J0537-6910,59950.8978703704,59950.9752314815,1337.0
PSR_J0537-6910,59951.0284722222,59951.9439814815,4900.0
PSR_J0537-6910,59952.0599537037,59952.9125,6615.0
PSR_J0537-6910,59956.1217592593,59956.9671064815,4132.0
PSR_J0537-6910,59957.0852546296,59957.9356134259,2161.5389777422
PSR_J0537-6910,59957.99375,59958.9675578704,3089.0
PSR_J0537-6910,59959.0206944444,59959.5490740741,824.0
PSR_J0537-6910,59960.2488425926,59960.968287037,2654.0
PSR_J0537-6910,59961.0863657407,59961.0944097222,85.0
PSR_J0537-6910,59961.1509490741,59961.9372453704,4315.0
PSR_J0537-6910,59961.9906828704,59962.5729050926,2837.0
PSR_J0537-6910,59965.8050810185,59965.8087962963,21.0
PSR_J0537-6910,59973.51875,59973.9789351852,4907.0
PSR_J0537-6910,59974.0347222222,59974.5592708333,804.0
PSR_J0537-6910,59975.0078703704,59975.91875,1134.0
PSR_J0537-6910,59976.0395833333,59976.0476736111,74.0
PSR_J0537-6910,59980.2203703704,59980.6287037037,10957.0
PSR_J0537-6910,59983.7210648148,59983.7238078704,58.0
PSR_J0537-6910,59986.4152777778,59986.9386574074,3873.0
PSR_J0537-6910,59986.994212963,59987.7125,6372.0
PSR_J0537-6910,59988.8085648148,59988.9455555556,840.0
PSR_J0537-6910,59989.1953703704,59989.203900463,524.0
PSR_J0537-6910,59990.8701388889,59990.8747453704,0.0
PSR_J0537-6910,59993.1930671296,59993.9726851852,5557.0
PSR_J0537-6910,59994.0235416667,59994.0372685185,966.0
PSR_J0537-6910,60000.1138888889,60000.6372685185,9891.0
PSR_J0537-6910,60008.2819444444,60009.0,3233.0
PSR_J0537-6910,60009.0560069444,60009.9043981481,3902.0
PSR_J0537-6910,60010.0243055556,60010.4861111111,3257.0
PSR_J0537-6910,60014.2386574074,60014.2421412037,0.0
PSR_J0537-6910,60016.2287152778,60016.9516203704,6922.0
PSR_J0537-6910,60017.0009259259,60017.0162037037,1248.0
PSR_J0537-6910,60020.9405092593,60020.9553240741,974.0
PSR_J0537-6910,60021.006712963,60021.9209722222,10264.8945885301
PSR_J0537-6910,60022.0323032407,60022.9480902778,13433.0
PSR_J0537-6910,60023.0115740741,60023.9776273148,14862.0
PSR_J0537-6910,60024.0391203704,60024.9537037037,4628.0
PSR_J0537-6910,60025.0069444444,60025.9854166667,6342.0
PSR_J0537-6910,60026.8700925926,60026.8835648148,854.0
PSR_J0537-6910,60026.9991898148,60027.0108796296,668.0
PSR_J0537-6910,60028.1639351852,60028.9503935185,5791.0
PSR_J0537-6910,60029.0048611111,60029.3368055556,2003.0
PSR_J0537-6910,60037.1747106481,60037.5004166667,2917.0
PSR_J0537-6910,60038.3350347222,60038.9937152778,8287.0
PSR_J0537-6910,60039.0483680556,60039.0604166667,319.0
PSR_J0537-6910,60042.9875,60043.519212963,7455.0
PSR_J0537-6910,60049.6185185185,60049.9493055556,213.0
PSR_J0537-6910,60050.0069444444,60050.7881597222,580.0
PSR_J0537-6910,60051.0437152778,60051.9634259259,5726.0
PSR_J0537-6910,60052.0124305556,60052.2863425926,3234.0
PSR_J0537-6910,60055.0473032407,60055.9650462963,2495.0
PSR_J0537-6910,60056.082662037,60056.0902777778,185.0
PSR_J0537-6910,60070.1877314815,60070.9724537037,6031.0
PSR_J0537-6910,60071.0263194444,60071.9407523148,6929.0
PSR_J0537-6910,60071.9965277778,60072.5205092593,3267.0
PSR_J0537-6910,60078.8909722222,60078.9226851852,2173.53813368082
PSR_J0537-6910,60078.9615740741,60078.9872685185,1989.0
PSR_J0537-6910,60079.0224537037,60079.5030092593,11449.0
PSR_J0537-6910,60081.4101851852,60081.4186111111,74.0
PSR_J0537-6910,60082.9592592593,60082.9846412037,1857.0
PSR_J0537-6910,60083.2212962963,60083.5466203704,1354.0
PSR_J0537-6910,60084.0604166667,60084.9840277778,2425.0
PSR_J0537-6910,60085.0280092593,60085.944212963,5906.0
PSR_J0537-6910,60085.9949074074,60086.4671296296,9438.0
PSR_J0537-6910,60087.0259259259,60087.9444328704,6725.0
PSR_J0537-6910,60089.1530092593,60089.9451273148,3288.0
PSR_J0537-6910,60099.6503935185,60099.9861111111,4944.0
PSR_J0537-6910,60100.0373263889,60100.6291666667,3958.0
PSR_J0537-6910,60107.7241550926,60107.84375,977.0
PSR_J0537-6910,60108.0282175926,60108.9997800926,3371.0
PSR_J0537-6910,60108.9975231482,60109.2652777778,2297.0
PSR_J0537-6910,60113.9623148148,60113.9768518519,331.0
PSR_J0537-6910,60114.0268865741,60114.9446759259,5215.0
PSR_J0537-6910,60115.124224537,60115.391087963,3237.0
PSR_J0537-6910,60126.9115625,60126.9819444444,0.0
PSR_J0537-6910,60127.0408564815,60127.9493055556,0.0
PSR_J0537-6910,60128.0077546296,60128.918287037,0.0
PSR_J0537-6910,60129.3027777778,60129.305787037,0.0
PSR_J0537-6910,60130.844212963,60130.9194097222,0.0
PSR_J0537-6910,60133.0363425926,60133.8935185185,2475.0
PSR_J0537-6910,60135.0497685185,60135.7696759259,11668.0
PSR_J0537-6910,60138.6481597222,60138.7182291667,638.0
PSR_J0537-6910,60139.0351851852,60139.894212963,2096.0
PSR_J0537-6910,60140.0032060185,60140.9805092593,2206.0
PSR_J0537-6910,60141.0375,60141.6905092593,50.0
PSR_J0537-6910,60142.8506944444,60142.8632407407,0.0
PSR_J0537-6910,60152.4510532407,60152.4613425926,564.0
PSR_J0537-6910,60152.5105787037,60152.5822569444,1634.2304418087
PSR_J0537-6910,60155.6050578704,60155.9997685185,3359.0
PSR_J0537-6910,60156.1224305556,60156.9673611111,3001.0
PSR_J0537-6910,60157.025,60157.9309953704,2225.0
PSR_J0537-6910,60160.381712963,60160.3856481481,259.0
PSR_J0537-6910,60164.0027777778,60164.9766203704,6478.72533231974
PSR_J0537-6910,60165.0242708333,60165.1708333333,1640.0
PSR_J0537-6910,60169.9999189815,60170.9735648148,5163.01142185926
PSR_J0537-6910,60171.0372685185,60171.1104166667,850.0
PSR_J0537-6910,60178.5738657407,60178.8444444444,4427.0
PSR_J0537-6910,60179.1544328704,60179.6833333333,4014.0
PSR_J0537-6910,60192.0349421296,60192.4369791667,0.0
PSR_J0537-6910,60192.5634259259,60192.9542708333,0.0
PSR_J0537-6910,60193.0665277778,60193.9878356481,446.0
PSR_J0537-6910,60194.4841435185,60194.9553356481,1842.0
PSR_J0537-6910,60195.0018518519,60195.6645023148,3775.61733692884
PSR_J0537-6910,60195.9800810185,60195.9891782407,436.0
PSR_J0537-6910,60196.8699421296,60196.8930555556,951.0
PSR_J0537-6910,60197.5229166667,60197.5384259259,605.0
PSR_J0537-6910,60198.9324074074,60198.9528935185,247.538889110088
PSR_J0537-6910,60198.9969907407,60199.6628587963,443.0
PSR_J0537-6910,60200.8721990741,60200.8892708333,0.0
PSR_J0537-6910,60200.9972222222,60201.9865625,0.0
PSR_J0537-6910,60202.2900462963,60202.7648148148,5672.0
PSR_J0537-6910,60203.0027777778,60203.9821643519,2907.0
PSR_J0537-6910,60204.0418981481,60204.9560532407,0.0
PSR_J0537-6910,60205.6601736111,60205.6680555556,0.0
PSR_J0537-6910,60208.4898148148,60208.7439814815,2175.0
PSR_J0537-6910,60214.2402314815,60214.3773148148,419.0
PSR_J0537-6910,60216.4325694444,60216.4400347222,0.0
PSR_J0537-6910,60217.9596064815,60217.9652777778,331.0
PSR_J0537-6910,60218.0885416667,60218.9358796296,4608.0
PSR_J0537-6910,60218.9925347222,60219.9649189815,4006.0
PSR_J0537-6910,60220.0914351852,60220.998900463,1465.0
PSR_J0537-6910,60223.6453703704,60223.9762152778,1886.22540193796
PSR_J0537-6910,60224.0354166667,60224.9443865741,2501.71635407209
PSR_J0537-6910,60224.9958333333,60225.5878356481,3815.0
PSR_J0537-6910,60227.7217592593,60227.7284722222,537.0
PSR_J0537-6910,60228.5590277778,60228.6960648148,843.0
PSR_J0537-6910,60229.2694444444,60229.3395486111,225.0
PSR_J0537-6910,60230.1638888889,60230.166412037,35.0
PSR_J0537-6910,60231.3280092593,60231.9842592593,4858.94520640373
PSR_J0537-6910,60232.0391203704,60232.4886574074,4036.47632813454
PSR_J0537-6910,60235.7048611111,60235.9685185185,269.0
PSR_J0537-6910,60236.0225462963,60236.737962963,1482.0
PSR_J0537-6910,60238.0284259259,60238.8159722222,8646.0
PSR_J0537-6910,60240.34875,60240.6231481481,3902.0
PSR_J0537-6910,60241.1892824074,60241.2685185185,1382.0
PSR_J0537-6910,60242.1577546296,60242.3645833333,2863.0
PSR_J0537-6910,60242.9974884259,60243.3333333333,794.0
PSR_J0537-6910,60245.3258564815,60245.9787037037,1797.0
PSR_J0537-6910,60246.0327430556,60246.1724537037,798.0
PSR_J0537-6910,60253.6907291667,60253.9569444444,0.0
PSR_J0537-6910,60254.0127199074,60254.9900462963,0.0
PSR_J0537-6910,60255.0413888889,60255.957974537,0.0
PSR_J0537-6910,60256.2007407407,60256.2802083333,0.0
PSR_J0537-6910,60257.0382986111,60257.9566666667,0.539158880710602
PSR_J0537-6910,60258.0045949074,60258.02125,0.0
PSR_J0537-6910,60259.6179050926,60259.9569097222,0.0
PSR_J0537-6910,60260.0046990741,60260.5374884259,0.0
PSR_J0537-6910,60266.5233796296,60266.9884259259,0.0
PSR_J0537-6910,60267.0453472222,60267.5689814815,0.0
PSR_J0537-6910,60283.9394444444,60283.9448611111,227.0
PSR_J0537-6910,60287.1513888889,60287.9435185185,7658.98601257801
PSR_J0537-6910,60287.9896064815,60288.2076388889,1671.0
PSR_J0537-6910,60292.503587963,60292.9629513889,1687.5389559269
PSR_J0537-6910,60293.0157407407,60293.9298611111,944.077439904213
PSR_J0537-6910,60294.0514930556,60294.9678356481,10914.0
PSR_J0537-6910,60295.0172569444,60295.9298611111,8177.0
PSR_J0537-6910,60296.0490740741,60296.5769212963,2389.0
PSR_J0537-6910,60299.6819444444,60299.6881944444,205.0
PSR_J0537-6910,60301.0775462963,60301.0867939815,588.539047956467
PSR_J0537-6910,60302.0611574074,60302.6546296296,5787.0
PSR_J0537-6910,60314.4292592593,60314.9520833333,1.0784450173378
PSR_J0537-6910,60315.0055555556,60315.9849537037,3.77410483360291
PSR_J0537-6910,60316.0409606481,60316.5013888889,0.0
PSR_J0537-6910,60317.4594907407,60317.4698958333,0.0
PSR_J0537-6910,60319.6576388889,60319.9874884259,0.0
PSR_J0537-6910,60320.042349537,60320.9546180556,0.0
PSR_J0537-6910,60321.0080902778,60321.0189699074,0.0
PSR_J0537-6910,60322.031712963,60322.9520833333,5.39192652702332
PSR_J0537-6910,60322.999537037,60323.0810185185,0.539181232452393
PSR_J0537-6910,60323.1284722222,60323.6594097222,0.0
PSR_J0537-6910,60324.7358796296,60324.9502314815,0.0
PSR_J0537-6910,60324.994212963,60325.9814814815,0.0
PSR_J0537-6910,60326.0356481482,60326.9486111111,36.0314441919327
PSR_J0537-6910,60327.0034722222,60327.6576388889,0.0
PSR_J0537-6910,60335.4356481481,60335.8953703704,4949.0
PSR_J0537-6910,60336.0219907407,60336.8643518519,6137.0
PSR_J0537-6910,60337.0455092593,60337.5104166667,6176.0
PSR_J0537-6910,60341.7050925926,60341.7096875,340.23752450943
PSR_J0537-6910,60342.0810069444,60342.9939583333,3530.47259056568
PSR_J0537-6910,60343.0546296296,60343.8974652778,5908.23750895262
PSR_J0537-6910,60348.2080208333,60348.9942708333,454.0
PSR_J0537-6910,60349.0467361111,60349.7703819444,3765.0
PSR_J0537-6910,60349.8241087963,60349.9662037037,1056.0
PSR_J0537-6910,60350.0143634259,60350.8074074074,3440.0
PSR_J0537-6910,60350.9972222222,60351.8435300926,2854.0
PSR_J0537-6910,60352.0268518518,60352.5439467593,1099.0
PSR_J0537-6910,60353.561724537,60353.6961805556,1978.0
PSR_J0537-6910,60353.7552546296,60353.8919907407,0.0
PSR_J0537-6910,60356.805787037,60356.9428703704,1699.0
PSR_J0537-6910,60356.9956018518,60357.9109953704,6375.53928887844
PSR_J0537-6910,60382.5972222222,60382.9300462963,0.0
PSR_J0537-6910,60383.618900463,60383.9626157407,0.0
PSR_J0537-6910,60384.0061805556,60384.9939467593,0.0
PSR_J0537-6910,60385.1106481481,60385.5747337963,0.0
PSR_J0537-6910,60386.9760185185,60386.9940277778,0.0
PSR_J0537-6910,60387.0408333333,60387.4456597222,0.0
PSR_J0537-6910,60388.0083333333,60388.4119097222,0.0
PSR_J0537-6910,60400.6381944444,60400.9740740741,5230.0
PSR_J0537-6910,60401.0280092593,60401.3615740741,2726.0
PSR_J0537-6910,60415.8,60415.8027662037,128.0
PSR_J0537-6910,60416.831712963,60416.9694444444,1303.0
PSR_J0537-6910,60417.7988425926,60417.9372222222,1265.0
PSR_J0537-6910,60418.5081018519,60418.9025462963,3922.0
PSR_J0537-6910,60419.4203703704,60419.5550925926,1335.0
PSR_J0537-6910,60425.5189814815,60425.6580902778,1.07818949222565
PSR_J0537-6910,60426.1036921296,60426.6884259259,92.0
PSR_J0537-6910,60434.4150462963,60434.943287037,0.539054572582245
PSR_J0537-6910,60434.9986458333,60435.8462962963,0.539083242416382
PSR_J0537-6910,60438.618287037,60438.6256944444,257.0
PSR_J0537-6910,60439.3969907407,60439.4662037037,277.0
PSR_J0537-6910,60440.0993055556,60440.6266898148,3008.0
PSR_J0537-6910,60441.0705902778,60441.4022685185,3342.53144079447
PSR_J0537-6910,60443.8303240741,60443.8356365741,271.0
PSR_J0537-6910,60444.1513888889,60444.943275463,6374.0
PSR_J0537-6910,60444.9888888889,60445.0078587963,574.0
PSR_J0537-6910,60448.280787037,60448.4896412037,0.0
PSR_J0537-6910,60449.0541666667,60449.3278703704,0.0
PSR_J0537-6910,60450.0851851852,60450.3585648148,0.0
PSR_J0537-6910,60454.080787037,60454.9953703704,2227.2378616333
PSR_J0537-6910,60461.731400463,60461.8085648148,1635.0
PSR_J0537-6910,60461.9972222222,60462.6481481481,1570.23769551516
PSR_J0537-6910,60464.3789351852,60464.7666203704,3589.0
PSR_J0537-6910,60465.0240740741,60465.4143055556,1353.0
PSR_J0537-6910,60466.1208333333,60466.7055092593,240.0
PSR_J0537-6910,60499.1465277778,60499.2734722222,1029.0
PSR_J0537-6910,60500.2351851852,60500.9553240741,6202.0
PSR_J0537-6910,60501.0092592593,60501.5349537037,4049.0
PSR_J0537-6910,60502.6739467593,60502.7459259259,660.0
PSR_J0537-6910,60503.6375,60503.650474537,95.0
PSR_J0537-6910,60504.0320138889,60504.9514583333,632.0
PSR_J0537-6910,60505.0023842593,60505.2095717593,128.0
PSR_J0537-6910,60525.6922916667,60525.702962963,750.0
PSR_J0537-6910,60526.2118055556,60526.9943634259,3651.0
PSR_J0537-6910,60527.0481481481,60527.2541666667,1180.0
PSR_J0537-6910,60545.8890972222,60545.9613425926,334.0
PSR_J0537-6910,60546.0201388889,60546.4775462963,1301.0
PSR_J0537-6910,60549.9986805556,60550.9699074074,0.0
PSR_J0537-6910,60551.0301157407,60551.9395833333,0.0
PSR_J0537-6910,60551.9972106482,60552.9732291667,0.539051473140717
PSR_J0537-6910,60553.0268518518,60553.3601851852,2.15686023235321
PSR_J0537-6910,60554.6416666667,60554.9755208333,0.0
PSR_J0537-6910,60555.0272222222,60555.9462962963,0.0
PSR_J0537-6910,60555.9932060185,60556.8509259259,0.0
PSR_J0537-6910,60557.4828703704,60557.9477199074,385.539201140404
PSR_J0537-6910,60557.9902777778,60558.9824074074,1492.00768452883
PSR_J0537-6910,60559.0226851852,60559.8703703704,151.760353803635
PSR_J0537-6910,60559.9912037037,60560.2645138889,390.617041170597
PSR_J0537-6910,60562.8358796296,60562.9048611111,0.0
PSR_J0537-6910,60563.4134259259,60563.5478356481,0.0
PSR_J0537-6910,60565.3032407407,60565.9527777778,0.0
PSR_J0537-6910,60567.5514699074,60567.7597222222,0.0
PSR_J0537-6910,60568.3274189815,60568.7921296296,0.0
PSR_J0537-6910,60570.4511458333,60570.7097222222,2489.0
PSR_J0537-6910,60571.4847222222,60571.5662037037,0.0
PSR_J0537-6910,60581.8591782407,60581.8648148148,350.0
PSR_J0537-6910,60582.0524305556,60582.8311342593,1510.0
PSR_J0537-6910,60584.1164351852,60584.9641898148,4314.0
PSR_J0537-6910,60585.0909722222,60585.4224537037,3650.0
PSR_J0537-6910,60599.6145833333,60599.9439814815,2407.0
PSR_J0537-6910,60600.4509259259,60600.5247685185,746.0
PSR_J0537-6910,60615.5888888889,60615.9810185185,427.0
PSR_J0537-6910,60616.0395717593,60616.949537037,0.0
PSR_J0537-6910,60617.0053125,60617.0141203704,0.0
PSR_J0537-6910,60633.5037037037,60633.5760763889,0.0
PSR_J0537-6910,60637.0335648148,60637.9509259259,7279.0
PSR_J0537-6910,60638.0057291667,60638.1449074074,866.0
PSR_J0537-6910,60643.4865740741,60643.8806712963,3769.0
PSR_J0537-6910,60644.0011574074,60644.5906365741,4948.0
PSR_J0537-6910,60650.324537037,60650.9145949074,1140.0
PSR_J0537-6910,60652.1305555556,60652.1400578704,0.0
PSR_J0537-6910,60656.5895833333,60656.9907407407,1797.0
PSR_J0537-6910,60657.0497685185,60657.9590277778,3245.0
PSR_J0537-6910,60658.2094907407,60658.9909722222,2156.0
PSR_J0537-6910,60665.1703703704,60665.9513773148,2281.0
PSR_J0537-6910,60666.0712268519,60666.7928240741,2219.0
PSR_J0537-6910,60679.9147337963,60679.9242708333,0.0
PSR_J0537-6910,60680.3031828704,60680.9573726852,0.0
PSR_J0537-6910,60681.0125,60681.7282175926,0.0
PSR_J0537-6910,60686.6740162037,60686.680775463,0.0
PSR_J0537-6910,60688.9333333333,60688.95,0.0
PSR_J0537-6910,60688.9976851852,60689.9810185185,0.0
PSR_J0537-6910,60690.0296296296,60690.81875,0.0
PSR_J0537-6910,60698.462337963,60698.9872337963,4494.0
PSR_J0537-6910,60699.0422337963,60699.5032407407,3009.0
PSR_J0537-6910,60700.2717592593,60700.9842361111,5428.0
PSR_J0537-6910,60701.1060185185,60701.6272569444,3150.0
PSR_J0537-6910,60718.9828703704,60718.9898958333,352.0
PSR_J0537-6910,60719.0473958333,60719.9633796296,534.0
PSR_J0537-6910,60720.1518518518,60720.5446412037,741.0
PSR_J0537-6910,60735.6947106481,60735.8358796296,2381.0
PSR_J0537-6910,60736.0842592593,60736.9314814815,8108.0
PSR_J0537-6910,60740.1289351852,60740.1388541667,0.0
PSR_J0537-6910,60750.2037037037,60750.98125,0.0
PSR_J0537-6910,60751.037037037,60751.9479166667,0.0
PSR_J0537-6910,60752.0046296296,60752.850462963,0.0
PSR_J0537-6910,60753.1020833333,60753.9428703704,0.0
PSR_J0537-6910,60770.4872337963,60770.8973148148,2055.0
PSR_J0537-6910,60771.0038773148,60771.9961226852,3965.0
PSR_J0537-6910,60772.0375,60772.3188773148,988.0
PSR_J0537-6910,60777.0072569444,60777.987037037,1547.0
PSR_J0537-6910,60778.039849537,60778.5725810185,638.0
PSR_J0537-6910,60783.0203703704,60783.9967592593,2912.0
PSR_J0537-6910,60784.0537037037,60784.3835648148,743.0
PSR_J0537-6910,60802.7514467593,60802.955787037,0.0
PSR_J0537-6910,60803.0125,60803.9881828704,0.0
PSR_J0537-6910,60806.162037037,60806.884212963,0.0
PSR_J0537-6910,60807.0011342593,60807.3992708333,0.0
PSR_J0537-6910,60808.6134259259,60808.8765277778,0.0
PSR_J0537-6910,60809.0023148148,60809.0063425926,0.0
PSR_J0537-6910,60810.0340277778,60810.9441087963,0.0
PSR_J0537-6910,60811.0048611111,60811.98125,0.0
PSR_J0537-6910,60812.7469907407,60812.7611805556,0.0
PSR_J0537-6910,60813.4643518518,60813.9875925926,0.0
PSR_J0537-6910,60814.0384259259,60814.8269791667,0.0
PSR_J0537-6910,60816.1076851852,60816.9564814815,0.0
PSR_J0537-6910,60826.6649884259,60826.9995023148,4251.0
PSR_J0537-6910,60827.052025463,60827.2577430556,1283.0
PSR_J0537-6910,60828.9238657407,60828.9319444444,202.0
PSR_J0537-6910,60828.9951388889,60829.8331018519,342.0
PSR_J0537-6910,60830.0212268519,60830.9983680556,597.0
PSR_J0537-6910,60831.1185185185,60831.128900463,62.0
PSR_J0537-6910,60832.605787037,60832.7419097222,588.0
PSR_J0537-6910,60833.2541666667,60833.2593055556,0.0
